Income,Living_Standards,Homeownership_Status,Location,Work_Experience,Type_of_Housing,Number_of_Dependents,Household_Size,Age,Employment_Status
7386333,High,Rent,Urban,20,Townhouse,0,3,35,Part-time
73178,Medium,Own,Urban,20,Single-family home,0,4,18,Part-time
1212727,High,Own,Urban,3,Apartment,1,4,33,Full-time
2108181,High,Rent,Urban,30,Single-family home,2,6,46,Full-time
71756,Medium,Rent,Urban,47,Apartment,0,4,28,Full-time
65658,Low,Own,Urban,6,Townhouse,2,5,24,Self-employed
70120,Medium,Own,Rural,42,Apartment,5,1,25,Part-time
65822,Low,Rent,Suburban,11,Single-family home,5,2,35,Full-time
74762,Medium,Rent,Suburban,45,Single-family home,1,5,64,Full-time
70274,Medium,Rent,Rural,24,Townhouse,5,5,67,Self-employed
749191,High,Rent,Urban,28,Apartment,5,3,56,Part-time
72016,Medium,Own,Suburban,24,Single-family home,3,2,19,Self-employed
6405095,High,Own,Suburban,9,Single-family home,0,7,20,Part-time
71594,Medium,Rent,Urban,25,Apartment,2,4,38,Full-time
72640,Medium,Own,Urban,35,Townhouse,4,1,60,Full-time
70468,Medium,Rent,Urban,44,Apartment,0,7,34,Full-time
431829,High,Own,Rural,31,Apartment,5,7,44,Full-time
73566,Medium,Rent,Urban,6,Single-family home,2,2,20,Part-time
75132,Medium,Own,Urban,18,Apartment,0,6,59,Self-employed
1201436,High,Rent,Urban,15,Townhouse,4,1,67,Part-time
66092,Low,Rent,Urban,16,Townhouse,0,2,58,Self-employed
68270,Low,Own,Suburban,40,Single-family home,1,1,31,Full-time
66922,Low,Own,Suburban,0,Townhouse,1,5,44,Self-employed
65470,Low,Rent,Urban,39,Apartment,0,1,58,Full-time
66684,Low,Rent,Urban,0,Single-family home,2,3,43,Full-time
384822,High,Own,Rural,12,Single-family home,4,6,56,Full-time
534669,High,Rent,Urban,34,Apartment,3,6,37,Full-time
68460,Low,Rent,Urban,7,Apartment,2,4,58,Full-time
51432,Low,Rent,Urban,3,Single-family home,5,1,56,Part-time
2446002,High,Own,Urban,31,Apartment,3,1,24,Part-time
69168,Low,Own,Urban,1,Apartment,4,6,61,Part-time
8705765,High,Rent,Urban,42,Townhouse,2,3,57,Self-employed
2923594,High,Rent,Urban,49,Apartment,4,4,27,Self-employed
1614050,High,Rent,Rural,38,Apartment,1,2,65,Part-time
1111378,High,Rent,Suburban,16,Single-family home,2,4,28,Part-time
66642,Low,Own,Urban,22,Single-family home,1,4,20,Part-time
180011,High,Rent,Rural,12,Single-family home,1,4,35,Full-time
1789540,High,Own,Urban,30,Townhouse,1,7,69,Self-employed
67412,Low,Rent,Urban,4,Townhouse,4,1,65,Part-time
74626,Medium,Own,Urban,47,Single-family home,5,7,27,Full-time
65526,Low,Rent,Urban,34,Apartment,5,6,39,Self-employed
65722,Low,Rent,Urban,48,Single-family home,4,7,40,Full-time
68820,Low,Rent,Urban,29,Apartment,4,3,35,Self-employed
2386406,High,Rent,Urban,43,Single-family home,5,7,31,Full-time
346426,High,Rent,Suburban,28,Single-family home,3,1,29,Full-time
66424,Low,Own,Urban,18,Townhouse,4,5,31,Part-time
66624,Low,Rent,Urban,38,Apartment,1,6,56,Full-time
66862,Low,Own,Urban,9,Single-family home,4,4,69,Self-employed
562323,High,Own,Urban,32,Single-family home,0,3,47,Self-employed
72034,Medium,Rent,Rural,8,Apartment,5,3,34,Full-time
64882,Low,Own,Suburban,49,Townhouse,1,2,36,Full-time
779877,High,Own,Rural,42,Apartment,2,1,51,Full-time
48001,Low,Own,Rural,18,Apartment,5,3,28,Part-time
66584,Low,Rent,Urban,28,Apartment,4,6,26,Full-time
67438,Low,Own,Urban,9,Apartment,1,7,47,Full-time
2936742,High,Rent,Urban,28,Townhouse,0,7,42,Full-time
69640,Low,Own,Urban,50,Townhouse,1,4,51,Self-employed
296867,High,Rent,Urban,42,Apartment,1,2,66,Full-time
69580,Low,Own,Urban,16,Single-family home,1,2,40,Full-time
66194,Low,Own,Suburban,30,Single-family home,0,4,51,Full-time
476841,High,Rent,Urban,25,Apartment,2,5,58,Full-time
64956,Low,Rent,Urban,12,Apartment,2,4,51,Full-time
74542,Medium,Rent,Urban,31,Apartment,3,2,64,Full-time
68240,Low,Own,Suburban,5,Single-family home,3,1,38,Full-time
66856,Low,Own,Urban,23,Single-family home,5,5,41,Part-time
570121,High,Rent,Urban,45,Single-family home,5,4,35,Full-time
70876,Medium,Own,Rural,36,Apartment,2,4,30,Self-employed
1456199,High,Rent,Urban,22,Apartment,3,4,59,Part-time
68856,Low,Rent,Urban,33,Townhouse,3,7,32,Self-employed
2767860,High,Own,Urban,32,Apartment,3,1,30,Part-time
73766,Medium,Own,Urban,8,Apartment,5,4,31,Full-time
69444,Low,Own,Suburban,50,Townhouse,3,6,65,Self-employed
69390,Low,Own,Suburban,48,Apartment,2,1,34,Full-time
69014,Low,Own,Urban,16,Apartment,0,5,44,Self-employed
69244,Low,Own,Urban,14,Townhouse,1,4,70,Full-time
67482,Low,Own,Suburban,0,Townhouse,5,1,57,Part-time
33767,Low,Own,Rural,3,Apartment,4,4,64,Full-time
149872,Medium,Own,Urban,44,Single-family home,3,7,25,Full-time
69636,Low,Own,Urban,4,Single-family home,3,7,47,Part-time
121714,Medium,Rent,Urban,3,Townhouse,2,1,33,Self-employed
65972,Low,Rent,Suburban,25,Single-family home,5,5,48,Self-employed
65870,Low,Own,Urban,40,Single-family home,5,6,52,Full-time
70628,Medium,Own,Urban,43,Single-family home,3,3,21,Part-time
74490,Medium,Rent,Rural,8,Single-family home,1,5,57,Self-employed
470568,High,Rent,Urban,11,Single-family home,0,2,52,Full-time
73210,Medium,Own,Suburban,49,Single-family home,3,5,53,Full-time
66586,Low,Own,Urban,44,Single-family home,4,7,30,Full-time
8714661,High,Rent,Urban,44,Apartment,1,5,24,Full-time
66826,Low,Own,Urban,44,Single-family home,0,1,19,Part-time
78607,Medium,Rent,Rural,14,Apartment,0,6,32,Full-time
65962,Low,Rent,Suburban,30,Apartment,5,3,45,Full-time
65834,Low,Own,Urban,11,Townhouse,1,4,56,Self-employed
505352,High,Own,Urban,3,Townhouse,4,1,31,Part-time
72256,Medium,Rent,Urban,6,Apartment,2,4,31,Self-employed
65922,Low,Own,Urban,11,Townhouse,4,7,63,Self-employed
179838,High,Own,Urban,5,Apartment,0,1,43,Full-time
4279752,High,Rent,Rural,18,Single-family home,4,5,52,Self-employed
1120975,High,Own,Urban,14,Apartment,5,2,56,Full-time
70224,Medium,Own,Urban,14,Townhouse,5,2,66,Part-time
404041,High,Rent,Urban,37,Apartment,1,5,62,Full-time
65862,Low,Rent,Urban,7,Single-family home,3,1,66,Part-time
74868,Medium,Own,Urban,22,Single-family home,3,4,40,Full-time
73314,Medium,Own,Urban,20,Apartment,4,3,38,Full-time
68218,Low,Own,Urban,29,Single-family home,5,7,54,Part-time
3025796,High,Rent,Urban,39,Single-family home,3,5,43,Self-employed
73358,Medium,Rent,Suburban,46,Townhouse,0,3,23,Part-time
69868,Low,Rent,Urban,42,Apartment,0,2,63,Full-time
72864,Medium,Rent,Urban,13,Apartment,2,3,35,Part-time
5359881,High,Rent,Urban,30,Townhouse,2,3,34,Full-time
975252,High,Rent,Suburban,44,Apartment,4,2,43,Full-time
6951720,High,Own,Rural,45,Apartment,4,4,21,Full-time
524432,High,Rent,Urban,20,Townhouse,4,1,46,Full-time
1710378,High,Rent,Urban,35,Townhouse,3,3,58,Part-time
71178,Medium,Rent,Urban,27,Townhouse,0,1,44,Full-time
448650,High,Own,Urban,37,Townhouse,1,1,47,Part-time
1174544,High,Rent,Suburban,10,Apartment,2,2,67,Part-time
1349092,High,Own,Urban,1,Single-family home,0,2,41,Full-time
66560,Low,Own,Suburban,39,Townhouse,0,3,42,Part-time
69660,Low,Own,Urban,22,Apartment,3,1,50,Self-employed
71156,Medium,Own,Suburban,5,Townhouse,4,2,26,Full-time
1509022,High,Own,Urban,11,Townhouse,0,4,54,Full-time
70852,Medium,Rent,Rural,12,Apartment,1,5,32,Self-employed
66606,Low,Own,Urban,39,Apartment,1,3,49,Part-time
292826,High,Rent,Urban,48,Apartment,5,6,41,Self-employed
90693,Medium,Own,Urban,16,Townhouse,2,6,70,Full-time
65284,Low,Rent,Rural,12,Single-family home,5,5,30,Full-time
67636,Low,Own,Urban,39,Single-family home,5,5,38,Part-time
4096888,High,Own,Urban,38,Townhouse,0,7,22,Part-time
1034725,High,Own,Urban,39,Apartment,4,5,57,Part-time
9060857,High,Own,Suburban,8,Apartment,0,3,64,Full-time
894269,High,Rent,Urban,29,Single-family home,4,4,67,Full-time
71184,Medium,Rent,Urban,37,Single-family home,1,5,46,Full-time
69260,Low,Rent,Suburban,11,Single-family home,1,1,26,Part-time
70542,Medium,Own,Urban,48,Single-family home,2,2,59,Part-time
1975420,High,Own,Suburban,42,Apartment,0,7,22,Part-time
5087385,High,Own,Urban,14,Apartment,4,3,67,Full-time
251810,High,Rent,Urban,45,Single-family home,5,5,40,Full-time
69922,Low,Rent,Suburban,50,Single-family home,1,6,18,Full-time
445643,High,Rent,Urban,4,Apartment,2,2,43,Full-time
537921,High,Own,Urban,37,Single-family home,5,3,21,Self-employed
3731103,High,Rent,Rural,43,Single-family home,4,2,51,Full-time
2401904,High,Rent,Rural,11,Apartment,3,5,32,Part-time
74238,Medium,Own,Suburban,21,Single-family home,0,4,27,Self-employed
65214,Low,Own,Urban,2,Townhouse,1,6,63,Part-time
75448,Medium,Own,Urban,42,Townhouse,1,4,67,Full-time
73426,Medium,Rent,Urban,20,Apartment,5,7,49,Full-time
73156,Medium,Own,Urban,42,Apartment,1,1,67,Full-time
68996,Low,Own,Urban,30,Single-family home,1,5,41,Full-time
376228,High,Own,Urban,2,Apartment,5,4,48,Full-time
64902,Low,Own,Urban,37,Townhouse,3,2,35,Full-time
75446,Medium,Own,Urban,34,Apartment,4,4,53,Full-time
65208,Low,Own,Urban,42,Single-family home,1,5,43,Full-time
315114,High,Rent,Urban,23,Single-family home,5,3,49,Full-time
755390,High,Rent,Suburban,14,Single-family home,3,3,18,Full-time
5127835,High,Own,Rural,12,Single-family home,0,2,31,Full-time
69746,Low,Rent,Urban,34,Single-family home,3,4,29,Self-employed
3604018,High,Own,Urban,7,Apartment,4,2,61,Part-time
68054,Low,Own,Urban,8,Single-family home,2,6,29,Self-employed
70396,Medium,Own,Urban,11,Single-family home,3,7,32,Self-employed
127291,Medium,Rent,Urban,18,Apartment,3,7,25,Self-employed
1903251,High,Rent,Suburban,4,Apartment,1,1,67,Part-time
74014,Medium,Rent,Suburban,16,Townhouse,5,4,27,Self-employed
9127155,High,Rent,Urban,36,Single-family home,5,6,47,Part-time
71588,Medium,Rent,Urban,0,Apartment,3,5,23,Full-time
3878811,High,Rent,Suburban,35,Single-family home,1,7,53,Full-time
74310,Medium,Own,Urban,32,Single-family home,5,7,19,Full-time
74000,Medium,Own,Urban,38,Apartment,3,3,66,Part-time
75286,Medium,Rent,Urban,17,Single-family home,0,1,18,Self-employed
4332067,High,Own,Urban,2,Apartment,5,3,36,Self-employed
66016,Low,Rent,Suburban,20,Single-family home,1,7,54,Self-employed
67232,Low,Rent,Rural,18,Single-family home,5,1,24,Part-time
75402,Medium,Rent,Rural,36,Apartment,2,3,51,Part-time
67838,Low,Rent,Rural,17,Single-family home,2,6,28,Full-time
3550214,High,Own,Urban,13,Apartment,5,4,25,Part-time
70606,Medium,Own,Urban,41,Apartment,2,3,61,Part-time
68082,Low,Own,Urban,29,Single-family home,2,4,66,Full-time
72296,Medium,Rent,Urban,49,Apartment,4,3,32,Full-time
1483435,High,Own,Rural,10,Apartment,2,2,25,Full-time
70478,Medium,Own,Urban,29,Apartment,1,6,22,Self-employed
75348,Medium,Rent,Suburban,9,Apartment,1,4,20,Full-time
73308,Medium,Own,Urban,45,Single-family home,0,1,49,Full-time
708359,High,Rent,Urban,1,Apartment,4,2,36,Full-time
65412,Low,Own,Urban,42,Apartment,4,2,64,Full-time
2270297,High,Rent,Suburban,22,Townhouse,3,3,44,Full-time
68742,Low,Own,Suburban,33,Townhouse,2,6,37,Part-time
3070473,High,Rent,Urban,14,Apartment,3,1,28,Full-time
68216,Low,Own,Rural,44,Single-family home,1,7,63,Full-time
2824593,High,Rent,Urban,20,Apartment,4,2,34,Part-time
137127,Medium,Rent,Urban,16,Apartment,2,7,68,Full-time
1092686,High,Rent,Rural,2,Single-family home,1,3,55,Full-time
70608,Medium,Rent,Suburban,34,Townhouse,1,5,46,Self-employed
75218,Medium,Own,Urban,18,Apartment,1,7,26,Self-employed
1858061,High,Own,Urban,35,Townhouse,2,5,68,Full-time
3246147,High,Own,Rural,47,Apartment,4,7,36,Full-time
68116,Low,Own,Urban,41,Apartment,3,2,43,Self-employed
66202,Low,Own,Suburban,39,Apartment,0,5,55,Full-time
74812,Medium,Rent,Suburban,22,Apartment,3,3,68,Part-time
52623,Low,Rent,Urban,42,Apartment,5,6,49,Full-time
5686177,High,Rent,Urban,12,Townhouse,0,2,67,Full-time
7850258,High,Own,Urban,13,Single-family home,4,4,57,Full-time
6071062,High,Own,Urban,4,Single-family home,4,6,62,Full-time
3741834,High,Own,Rural,27,Single-family home,1,3,20,Part-time
141708,Medium,Rent,Urban,24,Single-family home,5,4,24,Full-time
1503823,High,Rent,Urban,27,Apartment,4,1,25,Part-time
73908,Medium,Own,Urban,7,Townhouse,0,2,56,Full-time
2337713,High,Own,Rural,20,Apartment,1,3,58,Full-time
81022,Medium,Own,Urban,42,Single-family home,0,6,27,Full-time
6319757,High,Own,Suburban,30,Apartment,3,7,65,Full-time
71462,Medium,Own,Urban,40,Apartment,2,1,46,Part-time
114616,Medium,Rent,Urban,4,Townhouse,4,6,19,Self-employed
845994,High,Rent,Suburban,26,Single-family home,2,7,49,Full-time
682805,High,Rent,Urban,5,Single-family home,3,6,28,Part-time
65106,Low,Own,Urban,23,Single-family home,2,1,62,Full-time
5757668,High,Own,Suburban,13,Apartment,3,2,32,Full-time
66684,Low,Own,Suburban,18,Apartment,1,2,41,Part-time
65272,Low,Own,Urban,25,Single-family home,3,5,33,Full-time
168629,High,Rent,Urban,12,Apartment,1,3,49,Full-time
404358,High,Own,Rural,40,Apartment,4,6,23,Full-time
349440,High,Rent,Urban,33,Townhouse,4,2,50,Full-time
73062,Medium,Own,Rural,29,Townhouse,4,6,28,Full-time
65268,Low,Own,Urban,20,Townhouse,2,5,47,Full-time
64918,Low,Rent,Suburban,38,Single-family home,1,4,21,Self-employed
75068,Medium,Rent,Suburban,29,Single-family home,5,6,67,Part-time
67124,Low,Own,Urban,34,Single-family home,4,6,50,Self-employed
39569,Low,Own,Urban,43,Apartment,2,6,58,Self-employed
74060,Medium,Own,Urban,20,Single-family home,2,4,39,Full-time
68488,Low,Own,Suburban,18,Apartment,2,2,43,Full-time
194901,High,Rent,Suburban,23,Single-family home,3,6,65,Full-time
73684,Medium,Own,Urban,18,Single-family home,4,7,69,Part-time
66904,Low,Rent,Urban,43,Apartment,1,1,35,Self-employed
793388,High,Own,Rural,6,Apartment,4,4,60,Full-time
796904,High,Rent,Urban,26,Apartment,3,6,43,Self-employed
319748,High,Rent,Rural,7,Single-family home,1,1,22,Full-time
68684,Low,Own,Urban,36,Single-family home,3,3,62,Full-time
67826,Low,Own,Urban,40,Townhouse,5,5,24,Full-time
71986,Medium,Own,Urban,33,Single-family home,0,2,24,Full-time
72656,Medium,Own,Urban,41,Apartment,5,1,18,Full-time
164295,High,Own,Urban,19,Apartment,3,4,47,Part-time
73162,Medium,Own,Urban,37,Apartment,5,1,37,Part-time
60219,Low,Rent,Urban,18,Apartment,2,1,51,Full-time
75052,Medium,Rent,Urban,0,Apartment,2,2,43,Full-time
356733,High,Rent,Urban,19,Single-family home,0,3,23,Full-time
2454803,High,Own,Suburban,44,Townhouse,2,7,34,Full-time
72944,Medium,Own,Urban,47,Single-family home,4,3,61,Full-time
139820,Medium,Rent,Suburban,29,Apartment,2,4,69,Part-time
3406079,High,Own,Suburban,10,Single-family home,1,7,31,Part-time
69742,Low,Own,Urban,43,Single-family home,4,2,46,Full-time
1625307,High,Rent,Suburban,24,Apartment,4,6,37,Part-time
69910,Low,Own,Urban,43,Apartment,4,4,66,Full-time
70774,Medium,Own,Suburban,8,Apartment,2,4,61,Self-employed
343450,High,Rent,Urban,36,Single-family home,3,3,65,Full-time
563449,High,Rent,Urban,32,Single-family home,3,7,67,Self-employed
68702,Low,Own,Urban,17,Apartment,4,4,21,Full-time
1194527,High,Own,Urban,2,Single-family home,5,3,41,Full-time
5844480,High,Own,Urban,47,Townhouse,3,1,66,Full-time
69040,Low,Own,Urban,48,Single-family home,3,7,68,Self-employed
72306,Medium,Own,Urban,19,Apartment,4,1,55,Self-employed
66790,Low,Own,Suburban,22,Single-family home,1,1,36,Full-time
75190,Medium,Own,Urban,8,Apartment,2,3,37,Part-time
128770,Medium,Rent,Urban,48,Single-family home,1,1,31,Part-time
284542,High,Rent,Urban,5,Townhouse,3,7,24,Full-time
68666,Low,Own,Urban,34,Apartment,4,1,49,Full-time
1860239,High,Rent,Urban,30,Townhouse,5,2,67,Full-time
68308,Low,Own,Suburban,45,Apartment,3,3,34,Full-time
66368,Low,Rent,Urban,11,Single-family home,3,7,40,Full-time
3594371,High,Own,Urban,19,Apartment,2,2,68,Full-time
69914,Low,Own,Rural,42,Townhouse,5,1,49,Self-employed
71264,Medium,Own,Urban,26,Apartment,3,5,63,Full-time
71954,Medium,Own,Urban,40,Apartment,0,4,54,Part-time
73526,Medium,Own,Urban,37,Apartment,1,2,29,Full-time
65930,Low,Own,Suburban,17,Single-family home,3,1,50,Self-employed
7539207,High,Own,Suburban,17,Apartment,2,4,49,Full-time
9968165,High,Own,Urban,1,Apartment,3,1,62,Full-time
71940,Medium,Own,Urban,21,Apartment,1,3,41,Full-time
66772,Low,Rent,Urban,36,Townhouse,3,5,25,Full-time
73316,Medium,Own,Urban,1,Apartment,2,6,18,Full-time
70074,Medium,Own,Urban,26,Single-family home,5,4,28,Full-time
70756,Medium,Own,Suburban,18,Single-family home,4,1,36,Full-time
65564,Low,Own,Urban,13,Townhouse,1,7,37,Full-time
102185,Medium,Rent,Urban,40,Apartment,4,1,47,Full-time
88813,Medium,Rent,Rural,37,Single-family home,4,3,49,Part-time
74678,Medium,Own,Urban,3,Single-family home,1,6,54,Full-time
65008,Low,Rent,Urban,1,Apartment,5,6,30,Full-time
2399673,High,Rent,Urban,35,Townhouse,3,2,59,Full-time
5822735,High,Own,Urban,3,Single-family home,5,7,56,Full-time
1309527,High,Rent,Urban,24,Single-family home,0,7,65,Full-time
1903035,High,Own,Urban,38,Single-family home,1,3,19,Self-employed
66550,Low,Own,Urban,48,Apartment,4,7,34,Part-time
65020,Low,Own,Suburban,27,Single-family home,2,4,66,Part-time
3702812,High,Rent,Urban,47,Apartment,3,5,21,Self-employed
74338,Medium,Own,Urban,50,Townhouse,0,3,21,Part-time
4147945,High,Own,Urban,4,Single-family home,3,4,25,Full-time
68002,Low,Rent,Urban,5,Apartment,4,4,40,Part-time
72276,Medium,Own,Urban,33,Townhouse,3,7,24,Self-employed
72618,Medium,Own,Urban,42,Apartment,4,7,45,Self-employed
44284,Low,Own,Urban,31,Single-family home,1,6,53,Part-time
115444,Medium,Rent,Rural,45,Apartment,5,7,51,Full-time
70398,Medium,Rent,Urban,44,Apartment,1,3,66,Full-time
74872,Medium,Own,Rural,27,Single-family home,4,3,64,Self-employed
2492047,High,Own,Suburban,17,Apartment,4,6,41,Full-time
9431162,High,Rent,Suburban,41,Townhouse,0,2,40,Part-time
69444,Low,Own,Urban,40,Single-family home,3,3,27,Full-time
71242,Medium,Own,Urban,28,Single-family home,3,1,54,Part-time
183953,High,Rent,Urban,20,Single-family home,2,3,39,Full-time
70654,Medium,Own,Urban,36,Single-family home,4,1,57,Part-time
66426,Low,Rent,Urban,43,Apartment,0,6,34,Full-time
69020,Low,Own,Urban,12,Single-family home,3,3,61,Self-employed
68842,Low,Own,Urban,9,Single-family home,4,1,27,Self-employed
72128,Medium,Rent,Urban,44,Single-family home,5,7,42,Self-employed
68574,Low,Own,Urban,27,Apartment,2,6,35,Self-employed
70880,Medium,Rent,Urban,47,Single-family home,5,6,56,Full-time
67016,Low,Own,Urban,22,Single-family home,1,7,20,Full-time
5994343,High,Rent,Urban,19,Single-family home,4,7,42,Self-employed
106064,Medium,Rent,Urban,41,Apartment,4,7,47,Full-time
2167725,High,Own,Rural,20,Townhouse,1,6,33,Part-time
73950,Medium,Own,Urban,31,Townhouse,0,4,53,Self-employed
2889951,High,Own,Suburban,15,Apartment,1,7,43,Full-time
68998,Low,Rent,Urban,41,Single-family home,2,6,66,Part-time
1855524,High,Own,Rural,2,Townhouse,0,3,23,Full-time
8209367,High,Own,Urban,24,Apartment,1,5,60,Part-time
68056,Low,Rent,Urban,47,Single-family home,1,3,18,Full-time
75302,Medium,Own,Urban,20,Single-family home,5,4,38,Full-time
69462,Low,Own,Suburban,20,Single-family home,2,1,40,Self-employed
70036,Medium,Own,Urban,26,Townhouse,5,7,54,Part-time
367797,High,Rent,Urban,23,Townhouse,4,3,65,Full-time
6271915,High,Rent,Rural,34,Single-family home,2,4,22,Full-time
74640,Medium,Rent,Urban,24,Single-family home,4,3,68,Self-employed
72986,Medium,Own,Rural,40,Apartment,2,5,57,Self-employed
351674,High,Own,Rural,47,Apartment,4,7,26,Full-time
48088,Low,Own,Urban,39,Townhouse,1,1,51,Part-time
420987,High,Own,Urban,46,Townhouse,4,6,43,Self-employed
65640,Low,Own,Urban,20,Apartment,3,2,68,Part-time
138134,Medium,Rent,Suburban,48,Apartment,5,3,18,Part-time
31239,Low,Rent,Urban,26,Apartment,2,4,20,Full-time
3828163,High,Rent,Urban,47,Single-family home,1,6,31,Full-time
74824,Medium,Own,Urban,38,Townhouse,5,4,60,Full-time
262215,High,Rent,Suburban,20,Apartment,2,2,38,Full-time
70938,Medium,Rent,Rural,31,Apartment,2,7,25,Full-time
341498,High,Own,Urban,46,Townhouse,4,6,70,Part-time
399394,High,Own,Rural,4,Single-family home,1,6,70,Self-employed
3179478,High,Rent,Rural,39,Single-family home,4,7,65,Full-time
76305,Medium,Rent,Suburban,18,Apartment,2,4,40,Full-time
580327,High,Rent,Urban,1,Single-family home,0,4,41,Full-time
66252,Low,Rent,Urban,45,Single-family home,3,5,41,Part-time
73858,Medium,Own,Urban,4,Townhouse,5,3,42,Full-time
68906,Low,Rent,Urban,43,Apartment,3,6,34,Part-time
71222,Medium,Rent,Suburban,8,Single-family home,3,5,58,Full-time
74610,Medium,Own,Urban,42,Apartment,3,5,30,Full-time
72346,Medium,Rent,Suburban,30,Townhouse,1,6,31,Full-time
73732,Medium,Own,Urban,34,Townhouse,2,4,19,Part-time
853434,High,Own,Urban,19,Apartment,2,6,39,Part-time
75198,Medium,Own,Urban,19,Single-family home,1,5,29,Part-time
587954,High,Rent,Urban,3,Single-family home,4,3,65,Part-time
1478005,High,Rent,Urban,39,Single-family home,0,3,27,Part-time
2526190,High,Own,Suburban,36,Apartment,5,4,26,Full-time
5443050,High,Own,Urban,23,Apartment,4,2,27,Part-time
70006,Medium,Rent,Urban,11,Apartment,2,3,54,Self-employed
6438236,High,Own,Urban,15,Single-family home,5,5,70,Part-time
66668,Low,Own,Urban,4,Apartment,5,7,70,Full-time
91901,Medium,Rent,Suburban,13,Single-family home,4,4,51,Full-time
68350,Low,Own,Urban,43,Apartment,5,6,62,Full-time
68860,Low,Own,Urban,26,Single-family home,4,1,39,Self-employed
69200,Low,Own,Urban,40,Single-family home,0,5,61,Part-time
102741,Medium,Rent,Urban,41,Single-family home,4,7,38,Part-time
