Age,Education_Level,Occupation,Number_of_Dependents,Location,Work_Experience,Marital_Status,Employment_Status,Household_Size,Homeownership_Status,Type_of_Housing,Gender,Primary_Mode_of_Transportation,Income,Age_Group,Income_Category,Cluster
49,Bachelor's,Education,0,Urban,9,Married,Full-time,5,Own,Apartment,Male,Public transit,6454062,46-60,High,0
50,Bachelor's,Finance,3,Urban,9,Divorced,Part-time,5,Rent,Townhouse,Male,Public transit,750717,46-60,High,2
18,Bachelor's,Education,2,Urban,1,Single,Part-time,2,Rent,Single-family home,Female,Car,72528,,Medium,2
36,Bachelor's,Others,2,Rural,37,Single,Full-time,3,Rent,Single-family home,Male,Car,401941,31-45,High,1
19,Master's,Finance,5,Urban,20,Single,Self-employed,2,Rent,Apartment,Male,Car,71028,18-30,Medium,2
70,High School,Healthcare,1,Urban,0,Married,Full-time,6,Own,Single-family home,Male,Biking,71208,61-70,Medium,2
61,Doctorate,Healthcare,4,Rural,29,Married,Full-time,7,Rent,Single-family home,Male,Car,71800,61-70,Medium,1
43,Bachelor's,Technology,5,Urban,17,Single,Full-time,4,Rent,Single-family home,Female,Walking,472998,31-45,High,2
49,High School,Others,4,Urban,34,Single,Self-employed,6,Rent,Single-family home,Female,Walking,407919,46-60,High,1
23,Bachelor's,Healthcare,3,Urban,38,Married,Full-time,1,Rent,Single-family home,Male,Public transit,2551452,18-30,High,1
49,High School,Technology,4,Urban,47,Married,Part-time,5,Own,Apartment,Female,Biking,68608,46-60,Low,1
21,High School,Education,1,Urban,21,Single,Part-time,7,Rent,Apartment,Female,Public transit,72812,18-30,Medium,2
28,Bachelor's,Others,3,Rural,2,Single,Full-time,7,Own,Single-family home,Male,Car,74746,18-30,Medium,2
34,Master's,Finance,2,Urban,5,Married,Part-time,2,Own,Townhouse,Male,Biking,65036,31-45,Low,2
55,Master's,Education,4,Urban,35,Single,Part-time,1,Own,Single-family home,Female,Public transit,74706,46-60,Medium,1
41,Bachelor's,Healthcare,1,Urban,15,Single,Part-time,1,Rent,Townhouse,Male,Biking,833690,31-45,High,2
22,High School,Healthcare,1,Urban,2,Married,Full-time,2,Own,Apartment,Female,Biking,101202,18-30,Medium,2
69,Bachelor's,Technology,2,Urban,35,Single,Self-employed,7,Own,Apartment,Female,Walking,69012,61-70,Low,1
51,Bachelor's,Education,1,Urban,10,Married,Full-time,1,Own,Apartment,Female,Public transit,5254469,46-60,High,0
23,Master's,Education,3,Urban,16,Married,Part-time,5,Own,Single-family home,Female,Public transit,65128,18-30,Low,2
39,Master's,Others,3,Urban,18,Single,Self-employed,2,Rent,Apartment,Male,Public transit,99893,31-45,Medium,2
28,Master's,Technology,5,Suburban,7,Married,Full-time,3,Own,Single-family home,Female,Public transit,68770,18-30,Low,2
65,Bachelor's,Finance,0,Urban,13,Married,Full-time,2,Own,Single-family home,Male,Public transit,66868,61-70,Low,2
33,Bachelor's,Healthcare,2,Urban,25,Single,Full-time,5,Own,Single-family home,Female,Car,66600,31-45,Low,1
50,High School,Healthcare,1,Urban,47,Single,Part-time,2,Own,Single-family home,Female,Walking,69910,46-60,Low,1
26,Doctorate,Education,4,Urban,24,Married,Part-time,2,Own,Apartment,Male,Car,66516,18-30,Low,2
23,High School,Technology,5,Urban,50,Married,Self-employed,7,Own,Apartment,Male,Public transit,70090,18-30,Medium,1
33,High School,Technology,3,Suburban,47,Married,Full-time,2,Own,Apartment,Female,Car,73576,31-45,Medium,1
46,High School,Others,2,Urban,9,Single,Self-employed,4,Own,Townhouse,Male,Biking,64964,46-60,Low,2
20,Master's,Education,2,Urban,31,Divorced,Full-time,4,Rent,Single-family home,Female,Public transit,1063873,18-30,High,1
37,Bachelor's,Education,3,Rural,14,Married,Self-employed,5,Rent,Apartment,Female,Public transit,69164,31-45,Low,2
53,Bachelor's,Others,0,Urban,3,Married,Full-time,1,Rent,Single-family home,Female,Biking,70450,46-60,Medium,2
36,Doctorate,Education,2,Suburban,27,Married,Full-time,7,Own,Apartment,Male,Car,74906,31-45,Medium,1
43,Master's,Healthcare,1,Urban,3,Single,Full-time,2,Own,Single-family home,Female,Public transit,73946,31-45,Medium,2
20,Bachelor's,Healthcare,4,Urban,12,Divorced,Full-time,7,Own,Townhouse,Female,Public transit,73820,18-30,Medium,2
36,High School,Finance,4,Rural,11,Single,Full-time,2,Own,Single-family home,Female,Public transit,1391677,31-45,High,2
37,Master's,Finance,3,Suburban,14,Married,Full-time,7,Own,Single-family home,Female,Car,66282,31-45,Low,2
49,Master's,Healthcare,2,Urban,28,Married,Full-time,6,Rent,Townhouse,Male,Public transit,75122,46-60,Medium,1
24,Bachelor's,Education,4,Urban,22,Married,Part-time,4,Rent,Single-family home,Male,Public transit,68860,18-30,Low,2
69,Bachelor's,Finance,2,Urban,12,Married,Full-time,3,Own,Single-family home,Male,Car,65288,61-70,Low,2
58,High School,Others,3,Urban,37,Married,Full-time,6,Rent,Townhouse,Male,Public transit,974747,46-60,High,1
50,Master's,Education,0,Rural,45,Divorced,Self-employed,4,Own,Single-family home,Male,Car,65708,46-60,Low,1
57,Bachelor's,Others,4,Urban,34,Divorced,Full-time,1,Own,Single-family home,Female,Biking,65766,46-60,Low,1
56,Bachelor's,Education,1,Urban,39,Single,Full-time,6,Rent,Single-family home,Female,Public transit,2323652,46-60,High,1
35,High School,Healthcare,5,Suburban,11,Single,Full-time,2,Rent,Single-family home,Male,Public transit,65822,31-45,Low,2
57,Master's,Healthcare,3,Suburban,29,Married,Part-time,2,Rent,Apartment,Male,Car,58154,46-60,Low,1
18,Bachelor's,Education,5,Urban,45,Divorced,Full-time,7,Rent,Apartment,Male,Public transit,71792,,Medium,1
28,High School,Education,0,Suburban,4,Married,Full-time,5,Own,Apartment,Female,Biking,39006,18-30,Low,2
45,Bachelor's,Others,1,Urban,1,Single,Part-time,3,Rent,Single-family home,Female,Public transit,50966,31-45,Low,2
42,Bachelor's,Healthcare,5,Suburban,41,Married,Full-time,5,Rent,Townhouse,Female,Biking,74538,31-45,Medium,1
67,Bachelor's,Education,1,Urban,29,Single,Full-time,3,Own,Apartment,Female,Walking,70206,61-70,Medium,1
40,Master's,Healthcare,4,Rural,34,Married,Full-time,6,Own,Apartment,Female,Public transit,2961188,31-45,High,1
48,Bachelor's,Finance,2,Urban,9,Single,Full-time,6,Own,Apartment,Female,Car,66452,46-60,Low,2
47,Master's,Others,3,Urban,8,Married,Full-time,3,Own,Apartment,Female,Public transit,1677649,46-60,High,2
59,High School,Healthcare,1,Urban,16,Divorced,Full-time,6,Own,Single-family home,Female,Public transit,69790,46-60,Low,2
52,High School,Education,4,Suburban,37,Married,Self-employed,3,Own,Apartment,Female,Biking,9465391,46-60,High,0
24,High School,Healthcare,0,Suburban,29,Single,Full-time,3,Own,Townhouse,Female,Public transit,65184,18-30,Low,1
33,Bachelor's,Technology,1,Urban,40,Married,Full-time,5,Own,Townhouse,Male,Public transit,2657512,31-45,High,1
43,Bachelor's,Healthcare,0,Urban,34,Single,Full-time,2,Own,Single-family home,Female,Walking,68914,31-45,Low,1
65,Master's,Technology,3,Urban,6,Married,Full-time,2,Own,Apartment,Male,Public transit,72136,61-70,Medium,2
69,Master's,Finance,4,Urban,11,Married,Full-time,6,Own,Apartment,Male,Public transit,71444,61-70,Medium,2
66,Bachelor's,Technology,0,Urban,49,Married,Self-employed,7,Own,Apartment,Male,Public transit,242185,61-70,High,1
19,Doctorate,Healthcare,2,Urban,41,Divorced,Full-time,5,Own,Single-family home,Female,Public transit,73748,18-30,Medium,1
18,High School,Education,5,Urban,33,Single,Part-time,6,Rent,Townhouse,Male,Car,31530,,Low,1
65,Master's,Technology,0,Urban,48,Divorced,Self-employed,4,Own,Single-family home,Female,Biking,68060,61-70,Low,1
29,Bachelor's,Technology,0,Rural,2,Single,Full-time,7,Own,Single-family home,Female,Car,321241,18-30,High,2
22,Bachelor's,Healthcare,4,Urban,32,Married,Part-time,6,Rent,Townhouse,Female,Car,709613,18-30,High,1
54,Master's,Finance,4,Urban,39,Single,Part-time,1,Own,Apartment,Female,Car,73098,46-60,Medium,1
49,Bachelor's,Technology,1,Urban,12,Single,Full-time,3,Rent,Apartment,Male,Biking,168629,46-60,High,2
26,High School,Healthcare,5,Urban,10,Married,Full-time,7,Own,Apartment,Female,Car,424392,18-30,High,2
58,Bachelor's,Healthcare,0,Urban,39,Single,Full-time,7,Rent,Single-family home,Female,Car,74676,46-60,Medium,1
52,Bachelor's,Others,0,Urban,19,Single,Full-time,7,Own,Apartment,Male,Public transit,69756,46-60,Low,2
36,Master's,Healthcare,4,Urban,30,Single,Part-time,5,Own,Townhouse,Male,Public transit,67236,31-45,Low,1
65,Bachelor's,Others,2,Urban,32,Married,Part-time,3,Own,Townhouse,Female,Walking,68754,61-70,Low,1
33,Master's,Education,4,Urban,33,Single,Part-time,3,Rent,Townhouse,Female,Biking,410511,31-45,High,1
20,Bachelor's,Education,2,Urban,49,Married,Full-time,3,Rent,Single-family home,Male,Public transit,1576578,18-30,High,1
37,Bachelor's,Finance,5,Urban,49,Married,Self-employed,5,Rent,Single-family home,Female,Car,70778,31-45,Medium,1
41,Master's,Healthcare,4,Urban,8,Married,Full-time,2,Own,Townhouse,Female,Public transit,65736,31-45,Low,2
50,Bachelor's,Education,5,Urban,6,Single,Full-time,4,Rent,Apartment,Male,Walking,243355,46-60,High,2
41,Doctorate,Education,3,Urban,8,Married,Part-time,4,Own,Single-family home,Male,Public transit,71478,31-45,Medium,2
69,Bachelor's,Others,0,Urban,41,Married,Self-employed,6,Own,Single-family home,Female,Biking,66494,61-70,Low,1
28,Bachelor's,Technology,5,Suburban,25,Married,Full-time,5,Own,Apartment,Male,Public transit,67960,18-30,Low,1
66,High School,Education,2,Rural,1,Married,Part-time,1,Rent,Townhouse,Male,Car,72844,61-70,Medium,2
25,Bachelor's,Healthcare,3,Urban,4,Single,Full-time,4,Own,Single-family home,Male,Walking,4147945,18-30,High,0
53,High School,Technology,2,Urban,48,Married,Full-time,4,Own,Townhouse,Female,Public transit,155898,46-60,High,1
55,Master's,Healthcare,1,Urban,1,Single,Full-time,3,Own,Apartment,Male,Car,1067448,46-60,High,2
57,High School,Healthcare,1,Urban,9,Single,Full-time,5,Own,Townhouse,Male,Car,67326,46-60,Low,2
37,High School,Healthcare,0,Urban,30,Single,Full-time,6,Own,Apartment,Male,Car,68582,31-45,Low,1
52,High School,Technology,3,Urban,32,Married,Part-time,6,Own,Single-family home,Female,Public transit,73552,46-60,Medium,1
65,High School,Education,3,Suburban,43,Married,Full-time,2,Own,Single-family home,Female,Biking,71192,61-70,Medium,1
42,Bachelor's,Technology,1,Urban,46,Divorced,Part-time,5,Rent,Apartment,Female,Car,950366,31-45,High,1
52,Master's,Technology,0,Rural,5,Divorced,Part-time,5,Rent,Single-family home,Male,Biking,113193,46-60,Medium,2
42,Master's,Others,5,Urban,13,Divorced,Full-time,4,Own,Apartment,Male,Car,2368468,31-45,High,2
46,Master's,Finance,1,Urban,13,Single,Part-time,7,Rent,Apartment,Female,Car,652296,46-60,High,2
35,Master's,Education,3,Urban,14,Married,Part-time,7,Rent,Single-family home,Female,Car,74836,31-45,Medium,2
63,High School,Finance,2,Urban,32,Married,Full-time,7,Own,Single-family home,Female,Public transit,69946,61-70,Low,1
35,Master's,Others,3,Rural,30,Married,Full-time,3,Own,Single-family home,Male,Biking,4625741,31-45,High,0
19,High School,Technology,0,Urban,16,Single,Self-employed,7,Rent,Single-family home,Male,Biking,69554,18-30,Low,2
52,Bachelor's,Education,3,Urban,42,Single,Self-employed,5,Own,Apartment,Female,Biking,66282,46-60,Low,1
33,Bachelor's,Healthcare,4,Urban,14,Married,Full-time,2,Own,Apartment,Male,Biking,8736449,31-45,High,0
58,High School,Others,3,Urban,19,Divorced,Self-employed,3,Rent,Townhouse,Female,Car,663751,46-60,High,2
53,Master's,Healthcare,4,Urban,47,Married,Part-time,3,Rent,Townhouse,Male,Public transit,8032384,46-60,High,0
50,Bachelor's,Healthcare,1,Urban,20,Single,Full-time,2,Own,Townhouse,Female,Biking,75064,46-60,Medium,2
21,Master's,Technology,5,Urban,28,Divorced,Self-employed,2,Rent,Apartment,Female,Walking,7474870,18-30,High,0
50,Bachelor's,Finance,4,Rural,8,Single,Self-employed,6,Own,Apartment,Female,Public transit,2302264,46-60,High,2
31,High School,Education,3,Urban,28,Divorced,Full-time,2,Own,Townhouse,Female,Biking,65910,31-45,Low,1
38,Master's,Finance,5,Urban,43,Married,Full-time,5,Own,Single-family home,Male,Public transit,291614,31-45,High,1
65,High School,Finance,5,Urban,33,Married,Self-employed,6,Own,Townhouse,Female,Biking,1257727,61-70,High,1
37,Bachelor's,Technology,3,Suburban,46,Married,Full-time,3,Rent,Single-family home,Male,Public transit,65544,31-45,Low,1
25,High School,Technology,3,Urban,8,Married,Full-time,6,Rent,Townhouse,Male,Car,302344,18-30,High,2
24,Bachelor's,Technology,0,Rural,47,Married,Self-employed,3,Own,Apartment,Female,Car,66970,18-30,Low,1
20,Bachelor's,Others,1,Urban,29,Single,Full-time,1,Rent,Townhouse,Female,Biking,74584,18-30,Medium,1
34,Bachelor's,Finance,4,Urban,16,Married,Part-time,7,Own,Townhouse,Male,Car,71076,31-45,Medium,2
50,Doctorate,Others,2,Urban,3,Single,Full-time,1,Own,Apartment,Female,Walking,74302,46-60,Medium,2
65,Master's,Healthcare,4,Rural,39,Married,Full-time,7,Rent,Single-family home,Male,Public transit,3179478,61-70,High,1
29,Master's,Education,3,Urban,31,Married,Full-time,1,Own,Apartment,Female,Public transit,69444,18-30,Low,1
68,Master's,Healthcare,2,Urban,31,Single,Full-time,6,Own,Apartment,Female,Car,75402,61-70,Medium,1
39,High School,Technology,2,Urban,6,Married,Full-time,5,Own,Apartment,Male,Car,3757718,31-45,High,0
39,Bachelor's,Others,4,Urban,37,Married,Part-time,6,Own,Apartment,Female,Biking,2771585,31-45,High,1
63,High School,Education,4,Urban,31,Married,Part-time,5,Own,Single-family home,Male,Public transit,4575920,61-70,High,0
47,High School,Healthcare,4,Suburban,4,Single,Part-time,2,Rent,Single-family home,Female,Car,131424,46-60,Medium,2
55,Doctorate,Healthcare,4,Rural,41,Married,Part-time,5,Own,Single-family home,Female,Car,66776,46-60,Low,1
55,Bachelor's,Education,1,Rural,2,Single,Full-time,3,Rent,Single-family home,Male,Car,1092686,46-60,High,2
62,Bachelor's,Healthcare,0,Urban,19,Single,Self-employed,3,Rent,Apartment,Male,Biking,1984216,61-70,High,2
68,High School,Education,0,Urban,16,Single,Full-time,7,Own,Apartment,Male,Public transit,9528817,61-70,High,0
25,Bachelor's,Finance,4,Urban,15,Single,Full-time,6,Own,Townhouse,Male,Car,69116,18-30,Low,2
44,High School,Education,0,Urban,10,Married,Part-time,7,Own,Single-family home,Female,Public transit,1884378,31-45,High,2
44,High School,Technology,4,Suburban,12,Married,Full-time,4,Rent,Single-family home,Male,Public transit,59242,31-45,Low,2
51,High School,Technology,4,Urban,17,Married,Full-time,4,Own,Apartment,Male,Public transit,65782,46-60,Low,2
38,Bachelor's,Finance,4,Suburban,13,Married,Self-employed,7,Own,Single-family home,Male,Public transit,68102,31-45,Low,2
47,Bachelor's,Healthcare,5,Suburban,33,Married,Full-time,5,Own,Townhouse,Male,Car,70618,46-60,Medium,1
50,High School,Others,1,Urban,11,Single,Part-time,7,Rent,Single-family home,Female,Public transit,68002,46-60,Low,2
45,Master's,Technology,3,Urban,21,Married,Self-employed,6,Rent,Single-family home,Female,Public transit,68984,31-45,Low,2
64,High School,Healthcare,0,Urban,20,Married,Self-employed,6,Rent,Single-family home,Male,Public transit,6610482,61-70,High,0
50,Bachelor's,Healthcare,0,Urban,25,Single,Full-time,4,Rent,Single-family home,Female,Public transit,4851486,46-60,High,0
22,Doctorate,Healthcare,1,Urban,41,Married,Full-time,5,Own,Single-family home,Female,Public transit,72492,18-30,Medium,1
65,Bachelor's,Finance,1,Rural,38,Married,Part-time,2,Rent,Apartment,Male,Public transit,1614050,61-70,High,1
36,Master's,Technology,4,Urban,1,Single,Full-time,2,Rent,Apartment,Male,Public transit,708359,31-45,High,2
21,Master's,Education,4,Urban,49,Single,Part-time,4,Own,Apartment,Female,Biking,72356,18-30,Medium,1
52,Bachelor's,Education,5,Suburban,48,Married,Part-time,5,Rent,Apartment,Female,Public transit,74404,46-60,Medium,1
66,Master's,Others,5,Suburban,15,Married,Part-time,4,Rent,Single-family home,Female,Car,66020,61-70,Low,2
34,Master's,Others,3,Suburban,33,Single,Part-time,3,Own,Townhouse,Female,Car,74066,31-45,Medium,1
61,Bachelor's,Technology,0,Urban,10,Married,Self-employed,5,Rent,Single-family home,Female,Car,70822,61-70,Medium,2
45,High School,Technology,1,Urban,18,Married,Full-time,1,Own,Single-family home,Male,Car,68752,31-45,Low,2
47,Master's,Finance,3,Urban,29,Single,Part-time,3,Rent,Townhouse,Female,Public transit,66010,46-60,Low,1
46,Master's,Finance,0,Urban,6,Married,Full-time,5,Rent,Townhouse,Female,Public transit,72678,46-60,Medium,2
63,High School,Education,3,Urban,26,Married,Full-time,4,Rent,Apartment,Female,Car,69186,61-70,Low,1
70,Bachelor's,Healthcare,3,Urban,21,Single,Full-time,6,Own,Apartment,Male,Car,68940,61-70,Low,2
23,Master's,Finance,4,Rural,16,Married,Part-time,4,Own,Single-family home,Female,Biking,9504728,18-30,High,0
52,Bachelor's,Healthcare,3,Urban,14,Single,Self-employed,4,Own,Single-family home,Female,Walking,68968,46-60,Low,2
58,Bachelor's,Healthcare,4,Urban,8,Single,Part-time,5,Own,Townhouse,Female,Biking,69374,46-60,Low,2
54,Master's,Finance,0,Urban,11,Single,Full-time,4,Own,Townhouse,Female,Biking,1509022,46-60,High,2
41,Bachelor's,Technology,5,Urban,7,Divorced,Part-time,7,Rent,Townhouse,Male,Public transit,41463,31-45,Low,2
46,Bachelor's,Others,0,Urban,1,Married,Full-time,7,Own,Single-family home,Female,Biking,427162,46-60,High,2
66,Master's,Technology,4,Urban,48,Married,Part-time,5,Rent,Single-family home,Male,Public transit,5875038,61-70,High,0
63,Master's,Others,5,Rural,47,Married,Self-employed,7,Own,Single-family home,Male,Public transit,68144,61-70,Low,1
70,Bachelor's,Education,2,Urban,15,Single,Full-time,5,Own,Apartment,Male,Car,6742582,61-70,High,0
48,Bachelor's,Finance,5,Urban,2,Married,Full-time,4,Own,Apartment,Male,Car,376228,46-60,High,2
52,Bachelor's,Education,3,Urban,50,Single,Full-time,2,Rent,Single-family home,Male,Public transit,875247,46-60,High,1
50,Doctorate,Healthcare,0,Urban,47,Married,Full-time,2,Rent,Single-family home,Male,Public transit,68108,46-60,Low,1
69,High School,Education,3,Rural,30,Married,Part-time,7,Own,Townhouse,Female,Car,347682,61-70,High,1
38,High School,Finance,5,Urban,42,Single,Full-time,3,Own,Apartment,Male,Car,67886,31-45,Low,1
49,Bachelor's,Healthcare,2,Urban,25,Married,Full-time,5,Own,Apartment,Female,Car,65588,46-60,Low,1
40,Master's,Technology,3,Urban,40,Married,Part-time,4,Rent,Townhouse,Female,Public transit,67420,31-45,Low,1
50,High School,Healthcare,2,Suburban,45,Single,Self-employed,6,Rent,Apartment,Male,Biking,2449031,46-60,High,1
20,High School,Healthcare,1,Urban,1,Married,Full-time,7,Rent,Single-family home,Female,Car,3180080,18-30,High,2
35,High School,Technology,2,Urban,29,Married,Full-time,4,Own,Apartment,Female,Public transit,70094,31-45,Medium,1
42,Master's,Others,0,Urban,12,Married,Full-time,4,Rent,Townhouse,Female,Car,3352411,31-45,High,2
59,High School,Education,5,Rural,36,Single,Full-time,2,Own,Single-family home,Female,Walking,282378,46-60,High,1
48,Bachelor's,Technology,4,Suburban,13,Married,Full-time,1,Own,Apartment,Female,Walking,5406118,46-60,High,0
20,Bachelor's,Others,4,Urban,0,Divorced,Self-employed,6,Own,Apartment,Female,Public transit,66266,18-30,Low,2
57,Master's,Technology,3,Suburban,31,Married,Full-time,5,Own,Townhouse,Male,Walking,73716,46-60,Medium,1
63,Bachelor's,Technology,5,Urban,5,Married,Full-time,3,Own,Townhouse,Female,Walking,65108,61-70,Low,2
41,High School,Healthcare,1,Urban,21,Single,Full-time,3,Own,Apartment,Female,Public transit,71940,31-45,Medium,2
67,Bachelor's,Technology,3,Urban,10,Single,Self-employed,7,Own,Apartment,Male,Public transit,72684,61-70,Medium,2
49,Doctorate,Education,2,Suburban,48,Divorced,Full-time,3,Rent,Apartment,Male,Car,67978,46-60,Low,1
